流水號,候選人,序號,交易日期,交易年,收支科目,統一編號,捐贈者／支出對象,收入金額,支出金額,金錢類,地址,P,營業地址
3171,陳素月,81,104/10/02,104,營利事業捐贈收入,22077592,久展鋼鐵有限公司,50000,NA,是,彰化縣埔心鄉,135,彰化縣埔心鄉舊館村武興路79號之1
5617,陳亭妃,90,104/12/17,104,營利事業捐贈收入,89700456,久通企業有限公司,10000,NA,是,臺南市安南區,NA,臺南市安南區安富里郡安路5段164巷3弄11號1樓
2185,江永昌,24,104/11/10,104,營利事業捐贈收入,86367771,久勝旗幟有限公司,117000,NA,是,新北市八里區,308,新北市八里區博物館路89號
2184,江永昌,2,105/01/15,105,營利事業捐贈收入,86367771,久勝旗幟有限公司,98700,NA,是,新北市八里區,308,新北市八里區博物館路89號
2183,蔡易餘,40,104/09/25,104,營利事業捐贈收入,86367771,久勝旗幟有限公司,58800,NA,是,新北市八里區,168,新北市八里區博物館路89號
625,鍾佳濱,32,104/11/24,104,營利事業捐贈收入,76785966,久翔企業社,500,NA,是,屏東縣屏東巿,254,屏東縣屏東市豐田里建豐路287號
230,陳學聖,39,104/12/07,104,營利事業捐贈收入,5182866,久新印刷事業有限公司,6600,NA,是,臺北市萬華區,229,臺北市萬華區雙和街71號
663,吳宜臻,11,104/11/09,104,營利事業捐贈收入,49813905,久源陶器股份有限公司,10000,NA,是,苗栗縣公館鄉,NA,苗栗縣公館鄉五谷村2鄰57―1號
2542,林淑芬,15,104/11/13,104,營利事業捐贈收入,29164184,久鼎鋁業有限公司,10000,NA,是,新北市淡水區,176,新北市淡水區中正路1段24巷21號3樓
3977,楊瓊瓔,13,104/12/29,104,營利事業捐贈收入,23116313,久樘開發股份有限公司,100000,NA,是,臺中市潭子區,231,臺中市神岡區社南里民生路27-3號
3976,蔡錦隆,26,104/12/16,104,營利事業捐贈收入,23116313,久樘開發股份有限公司,100000,NA,是,臺中市潭子區,NA,臺中市神岡區社南里民生路27-3號
3521,葉春幸,10,104/10/25,104,營利事業捐贈收入,29093745,也豐印刷企業有限公司,1000,NA,是,臺中市太平區,NA,臺中市太平區中山里中山路2段477巷164弄15號1樓
3968,江啟臣,7,104/12/25,104,營利事業捐贈收入,55825288,千大鋁業有限公司,100000,NA,是,臺中市豐原區,NA,臺中市神岡區大社里大洲路175巷43號
3966,洪慈庸,60,104/08/25,104,營利事業捐贈收入,55825288,千大鋁業有限公司,10000,NA,是,臺中市神岡區,253,臺中市神岡區大社里大洲路175巷43號
3967,謝志忠,1,105/01/15,105,營利事業捐贈收入,55825288,千大鋁業有限公司,50000,NA,是,臺中市神岡區,157,臺中市神岡區大社里大洲路175巷43號
5506,王定宇,155,104/06/28,104,營利事業捐贈收入,79988677,千合承企業有限公司,20000,NA,是,臺南市永康區,218,臺南市永康區東橋里20鄰中山南路471巷7弄9-1號
947,張肇良,3,105/01/07,105,營利事業捐贈收入,45011782,千如電機工業股份有限公司,50000,NA,是,桃園市楊梅區,165,桃園市楊梅區水美里楊湖路1段422號
948,陳賴素美,3,105/01/07,105,營利事業捐贈收入,45011782,千如電機工業股份有限公司,50000,NA,是,桃園市楊梅區,NA,桃園市楊梅區水美里楊湖路1段422號
3387,顏寬恒,23,104/12/28,104,營利事業捐贈收入,70619792,千芳科技有限公司,200000,NA,是,臺中市南屯區,233,臺中市大甲區平安里001鄰文昌街68號
272,管碧玲,49,104/11/09,104,營利事業捐贈收入,26004115,千益峯茶行,10000,NA,是,高雄市前金區,215,高雄市前金區草江里七賢二路127﹒129號1樓
2703,蔡煌瑯,54,104/06/06,104,營利事業捐贈收入,23430039,千盛實業股份有限公司,20000,NA,是,新北市樹林區,246,新北市樹林區東山里中華路379巷62弄1號
3051,洪慈庸,44,104/10/31,104,營利事業捐贈收入,84970986,千勝工業有限公司,1000,NA,是,彰化縣秀水鄉,253,彰化縣秀水鄉鶴鳴村明山街6號
2729,林淑芬,7,104/11/18,104,營利事業捐贈收入,35855191,千勝鋼鐵有限公司,20000,NA,是,新北市林口區,176,新北市蘆洲區永樂街26巷9號1樓
655,黃韻涵,13,104/10/28,104,營利事業捐贈收入,84830705,千越加油站實業股份有限公司,200000,NA,是,屏東縣潮州鎮,NA,屏東縣潮州鎮興美里光復路1段136號
5230,黃珊珊,12,104/11/23,104,營利事業捐贈收入,28205594,千德不動產仲介經紀有限公司,2000,NA,是,臺北市南港區,NA,臺北市信義區長春里松山路300號2樓
1448,賴瑞隆,60,104/07/30,104,營利事業捐贈收入,89258973,大入股份有限公司,300000,NA,否,高雄市左營區,NA,高雄市左營區新上里裕誠路486號
3678,洪慈庸,63,104/08/03,104,營利事業捐贈收入,89543920,大千廣播電台股份有限公司,9000,NA,是,臺中市西區臺,253,臺中市西區民龍里臺灣大道2段309號22樓之2
3679,洪慈庸,47,104/10/28,104,營利事業捐贈收入,89543920,大千廣播電台股份有限公司,20000,NA,是,臺中市西區臺,253,臺中市西區民龍里臺灣大道2段309號22樓之2
331,趙天麟,30,104/12/22,104,營利事業捐贈收入,36972112,大千廣播電台股份有限公司高雄營業所,100000,NA,是,高雄市新興區,239,NA
1775,管碧玲,14,104/12/22,104,營利事業捐贈收入,80368936,大山航運股份有限公司,50000,NA,是,高雄市苓雅區,216,高雄市苓雅區苓中里四維四路246號1樓
1776,管碧玲,8,104/12/30,104,營利事業捐贈收入,80368936,大山航運股份有限公司,100000,NA,是,高雄市苓雅區,216,高雄市苓雅區苓中里四維四路246號1樓
3385,蔡其昌,29,104/12/18,104,營利事業捐贈收入,23481629,大山塑膠股份有限公司,60000,NA,是,臺中市大甲區,192,臺中市大甲區日南里幼五路3號
2735,吳琪銘,10,104/11/19,104,營利事業捐贈收入,30909562,大山瀝青拌合廠股份有限公司,300000,NA,是,新北市鶯歌區,NA,新北市鶯歌區中正一路阿4巷5號
5050,許淑華,21,104/12/15,104,營利事業捐贈收入,57001161,大中鋼鐵股份有限公司,200000,NA,是,臺中市台中市,139,臺北市松山區民福里復興北路427巷26號1樓
2082,蔡金晏,13,104/12/03,104,營利事業捐贈收入,41313358,大丹人文藝術傳播行銷設計,20000,NA,是,高雄市鹽埕區,140,高雄市鹽埕區沙地里必忠街17巷7號
2790,洪慈庸,15,104/12/14,104,營利事業捐贈收入,53950182,大允股份有限公司,500000,NA,是,新竹縣竹北市,252,新竹縣竹北市中崙里福興路867號
2789,蕭美琴,70,104/05/13,104,營利事業捐贈收入,53950182,大允股份有限公司,500000,NA,是,新竹縣竹北市,NA,新竹縣竹北市中崙里福興路867號
2791,蘇巧慧,17,104/11/04,104,營利事業捐贈收入,53950182,大允股份有限公司,1000000,NA,是,新竹縣竹北市,188,新竹縣竹北市中崙里福興路867號
4583,李婉鈺,12,104/12/08,104,營利事業捐贈收入,29075654,大天人網路科技股份有限公司,50000,NA,是,臺北市中山區,NA,臺北市中山區朱馥里民生東路3段36號2樓
3423,吳威志,1,105/01/08,105,營利事業捐贈收入,97174358,大屯有線電視股份有限公司,200000,NA,是,南投縣南投市,276,臺中市大里區大元里國光路1段68號1樓
3425,張鎔麒,7,104/12/31,104,營利事業捐贈收入,97174358,大屯有線電視股份有限公司,500000,NA,是,臺中市大里區,238,臺中市大里區大元里國光路1段68號1樓
3424,許淑華,11,104/12/30,104,營利事業捐贈收入,97174358,大屯有線電視股份有限公司,500000,NA,是,臺中市大里區,139,臺中市大里區大元里國光路1段68號1樓
3426,蘇治芬,7,104/12/31,104,營利事業捐贈收入,97174358,大屯有線電視股份有限公司,800000,NA,是,臺中市大里區,NA,臺中市大里區大元里國光路1段68號1樓
5598,陳亭妃,97,104/12/15,104,營利事業捐贈收入,97198865,大世紀飾架有限公司,25000,NA,是,臺南市安定區,NA,臺南市安定區新吉里公親寮1―15號
5597,陳亭妃,98,104/12/15,104,營利事業捐贈收入,97198865,大世紀飾架有限公司,5000,NA,是,臺南市安定區,NA,臺南市安定區新吉里公親寮1―15號
3539,何欣純,20,105/01/08,105,營利事業捐贈收入,96994218,大左營造有限公司,100000,NA,是,臺中市太平區,205,臺中市太平區永平里新平路1段150號10樓之1
2546,吳育昇,18,104/12/29,104,營利事業捐贈收入,97077905,大玉成食品工業股份有限公司,60000,NA,是,新北市淡水區,NA,新北市淡水區北新路2段58號
1220,王定宇,93,104/10/02,104,營利事業捐贈收入,54324553,大玉寶石股份有限公司,200000,NA,是,花蓮縣新城鄉,219,高雄市三民區寶泰里大昌二路80號9樓之2
1219,林俊憲,47,104/10/02,104,營利事業捐贈收入,54324553,大玉寶石股份有限公司,200000,NA,是,花蓮縣新城鄉,195,高雄市三民區寶泰里大昌二路80號9樓之2
1218,賴瑞隆,49,104/08/14,104,營利事業捐贈收入,54324553,大玉寶石股份有限公司,100000,NA,是,花蓮縣新城鄉,NA,高雄市三民區寶泰里大昌二路80號9樓之2
3399,蔡其昌,63,104/10/01,104,營利事業捐贈收入,97191440,大甲車業有限公司,100000,NA,是,臺中市大安區,191,臺中市大安區永安里東西四路一段80巷3號
588,王進士,20,104/12/17,104,營利事業捐贈收入,54502058,大禾工程技術顧問有限公司,20000,NA,是,屏東縣屏東巿,NA,屏東縣屏東市北勢里信義路250號1樓
589,鍾佳濱,28,104/12/01,104,營利事業捐贈收入,54502058,大禾工程技術顧問有限公司,40000,NA,是,屏東縣屏東巿,254,屏東縣屏東市北勢里信義路250號1樓
2570,陳永福,17,104/11/17,104,營利事業捐贈收入,84383305,大列車服裝開發有限公司,20000,NA,是,新北市新店區,NA,新北市新店區復興里中正路538巷4號3樓
714,吳宜臻,20,104/09/02,104,營利事業捐贈收入,39872088,大同實業社,10000,NA,是,苗栗市中正路,NA,苗栗縣苗栗市恭敬里6鄰中正路1004號1樓
5402,王定宇,160,104/06/28,104,營利事業捐贈收入,78430060,大地清潔行,10000,NA,是,臺南市仁德區,218,臺南市仁德區仁愛里29鄰亞航街198巷162號1樓
5403,王定宇,105,104/09/11,104,營利事業捐贈收入,78430060,大地清潔行,50000,NA,是,臺南市仁德區,219,臺南市仁德區仁愛里29鄰亞航街198巷162號1樓
3637,陳亭妃,129,104/11/29,104,營利事業捐贈收入,56011802,大成化學工業股份有限公司,50000,NA,是,臺中市外埔區,NA,臺中市外埔區三崁里011鄰二崁一路266巷28號
3638,陳亭妃,102,104/12/12,104,營利事業捐贈收入,56011802,大成化學工業股份有限公司,100000,NA,是,臺中市外埔區,NA,臺中市外埔區三崁里011鄰二崁一路266巷28號
5537,王進士,30,104/09/18,104,營利事業捐贈收入,73008303,大成長城企業股份有限公司,1000000,NA,是,臺南市永康區,NA,臺南市永康區蔦松里蔦松二街3號
3830,張廖萬堅,35,104/12/14,104,營利事業捐贈收入,16510140,大有投資股份有限公司,200000,NA,是,臺中市西屯區,NA,臺中市西屯區福和里015鄰臺灣大道4段839號六樓
4878,馬文君,45,104/10/15,104,營利事業捐贈收入,12292039,大江生醫股份有限公司,300000,NA,是,臺北市內湖區,NA,臺北市內湖區港墘里港墘路187號8樓
4879,楊麗環,44,104/10/15,104,營利事業捐贈收入,12292039,大江生醫股份有限公司,300000,NA,是,臺北市內湖區,NA,臺北市內湖區港墘里港墘路187號8樓
736,徐志榮,4,104/12/28,104,營利事業捐贈收入,53261067,大自然綠化有限公司,100000,NA,是,苗栗縣頭份鎮,NA,苗栗縣頭份市頭份里13鄰131―10號1樓
4504,高志鵬,7,104/12/28,104,營利事業捐贈收入,59159899,大佑祥開發事業股份有限公司,500000,NA,是,臺北市中山區,NA,臺北市中山區中吉里松江路162―1號3樓
4505,羅明才,11,104/12/30,104,營利事業捐贈收入,59159899,大佑祥開發事業股份有限公司,500000,NA,是,臺北市中山區,194,臺北市中山區中吉里松江路162―1號3樓
2151,蔡易餘,52,104/09/17,104,營利事業捐贈收入,38780527,大利市商行,50000,NA,是,雲林縣北港鎮,168,雲林縣北港鎮華勝里公園路19號
5008,鄭運鵬,32,104/10/06,104,營利事業捐贈收入,12518228,大來商旅股份有限公司,100000,NA,是,臺北市長春路,250,臺北市松山區中正里長春路432號1至7樓地下樓
4736,盧秀燕,49,104/09/30,104,營利事業捐贈收入,86142794,大和酵素有限公司,500000,NA,是,臺北市中山區,NA,臺北市中山區興亞里南京東路2段8號11樓
2798,蔡煌瑯,67,104/06/03,104,營利事業捐贈收入,47188407,大承工程顧問股份有限公司,20000,NA,是,新竹縣竹北市,246,新竹縣竹北市竹仁里14鄰中正東路217號2樓
5771,王定宇,165,104/06/28,104,營利事業捐贈收入,16353818,大旺加油站股份有限公司,10000,NA,是,臺南市歸仁區,217,臺南市歸仁區南興里中山路3段596號
3733,黃韻涵,4,104/12/21,104,營利事業捐贈收入,54608215,大旺國際實業股份有限公司,500000,NA,是,臺中市西屯區,NA,臺中市西屯區至善里019鄰臺灣大道3段660號十八樓之5
2442,羅明才,27,104/11/18,104,營利事業捐贈收入,23469771,大昌證券股份有限公司,300000,NA,是,新北市板橋區,194,"新北市板橋區東門街30之2號2樓之1至85,9樓之1"
2441,羅致政,22,104/08/24,104,營利事業捐贈收入,23469771,大昌證券股份有限公司,100000,NA,是,新北市板橋區,NA,"新北市板橋區東門街30之2號2樓之1至85,9樓之1"
3785,沈智慧,12,104/12/24,104,營利事業捐贈收入,51008069,大東樹脂化學股份有限公司,200000,NA,是,臺中市西屯區,NA,臺中市西屯區協和里工業區三四路35號
3786,張廖萬堅,18,104/12/24,104,營利事業捐贈收入,51008069,大東樹脂化學股份有限公司,200000,NA,是,臺中市西屯區,NA,臺中市西屯區協和里工業區三四路35號
3787,黃國書,24,104/12/24,104,營利事業捐贈收入,51008069,大東樹脂化學股份有限公司,200000,NA,是,臺中市西屯區,226,臺中市西屯區協和里工業區三四路35號
3788,盧秀燕,15,104/12/24,104,營利事業捐贈收入,51008069,大東樹脂化學股份有限公司,300000,NA,是,臺中市西屯區,NA,臺中市西屯區協和里工業區三四路35號
4292,林德福,22,104/12/15,104,營利事業捐贈收入,18555868,大法貿易股份有限公司,200000,NA,是,臺北市大安區,183,臺北市大安區光武里忠孝東路4段107號8樓之1
1773,管碧玲,3,105/01/11,105,營利事業捐贈收入,53576664,大金航運股份有限公司,50000,NA,是,高雄市苓雅區,216,高雄市苓雅區苓中里四維四路246號
1774,管碧玲,1,105/01/15,105,營利事業捐贈收入,53576664,大金航運股份有限公司,100000,NA,是,高雄市苓雅區,216,高雄市苓雅區苓中里四維四路246號
2958,洪宗熠,13,104/12/08,104,營利事業捐贈收入,24624012,大俠航太科技有限公司,10000,NA,是,彰化縣二林鎮,172,彰化縣二林鎮西庄里001鄰泉西巷39―1號
3827,蔡錦隆,20,104/12/25,104,營利事業捐贈收入,23371496,大城建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區福和里015鄰臺灣大道4段839號6樓
3828,蔡錦隆,21,104/12/25,104,營利事業捐贈收入,23371496,大城建設股份有限公司,100000,NA,是,臺中市西屯區,NA,臺中市西屯區福和里015鄰臺灣大道4段839號6樓
618,蘇震清,4,104/12/30,104,營利事業捐贈收入,89849751,大帝興業股份有限公司,60000,NA,是,屏東縣屏東巿,180,屏東縣屏東市端正里中正路72號3樓-1
2706,黃志雄,18,104/11/25,104,營利事業捐贈收入,28025777,大政素食國際有限公司,100000,NA,是,新北市樹林區,249,新北市樹林區東山里東興街6巷18號
2156,劉建國,11,105/01/12,105,營利事業捐贈收入,45468418,大春食品行,20000,NA,是,雲林縣林內鄉,141,雲林縣林內鄉林中村瑞農路50巷28號1樓
3824,黃國書,49,104/11/16,104,營利事業捐贈收入,89837431,大砌營造股份有限公司,100000,NA,是,臺中市西屯區,225,臺中市西屯區福安里安和路168號11樓之1
602,王進士,5,105/01/06,105,營利事業捐贈收入,91731075,大茂食品工業股份有限公司,100000,NA,是,屏東縣屏東巿,NA,屏東縣屏東市前進里建國路450巷11號
